Date,Day,Day_of_Week,Week,Month,Year,Season,Festival,Category,Product,Cost_Price,Selling_Price,Margin_%,Discount_%,Current_Stock,Reorder_Level,Lead_Time_Days,Holding_Cost_Per_Unit,Supplier_Reliability,Investment,Revenue,Profit,Units_Sold
2023-09-30,30,5,39,9,2023,Autumn,None,Fashion,Kurta Women,280,549,96.07,0,100,20,5,5.6,0.81,14840,29097.0,14257.0,53
2023-09-30,30,5,39,9,2023,Autumn,None,FMCG,Cold Drink 500ml,20,30,50.0,0,681,200,2,0.4,0.82,1400,2100.0,700.0,70
2023-09-30,30,5,39,9,2023,Autumn,None,Electronics,Earphones Boat,350,599,71.14,15,58,20,5,7.0,0.92,39200,57024.8,17824.8,112
2023-09-30,30,5,39,9,2023,Autumn,None,Electronics,Fan Table,850,1350,58.82,0,30,8,7,17.0,0.95,28050,44550.0,16500.0,33
2023-10-01,1,6,39,10,2023,Autumn,Dussehra,Grocery,Christmas Cake,180,320,77.78,0,70,30,2,3.6,0.99,40320,71680.0,31360.0,224
2023-10-01,1,6,39,10,2023,Autumn,Dussehra,FMCG,Kite + String,25,55,120.0,10,486,300,2,0.5,0.75,9250,18315.0,9065.0,370
2023-10-01,1,6,39,10,2023,Autumn,Dussehra,Fashion,Shoes Casual,350,699,99.71,5,121,25,6,7.0,0.91,117250,222456.75,105206.75,335
2023-10-01,1,6,39,10,2023,Autumn,Dussehra,FMCG,Soap Lux,22,32,45.45,15,411,150,3,0.44,0.84,7436,9193.6,1757.6,338
2023-10-01,1,6,39,10,2023,Autumn,Dussehra,Stationery,Pen Blue Pack 10,25,40,60.0,5,329,200,2,0.5,0.76,4100,6232.0,2132.0,164
2023-10-02,2,0,40,10,2023,Autumn,None,Grocery,Sugar 1kg,42,54,28.57,0,324,100,2,0.84,0.95,4158,5346.0,1188.0,99
2023-10-02,2,0,40,10,2023,Autumn,None,Grocery,Basmati Rice 5kg,180,225,25.0,10,78,50,3,3.6,0.87,4320,4860.0,540.0,24
2023-10-02,2,0,40,10,2023,Autumn,None,FMCG,Diya Set 12pc,48,95,97.92,5,730,150,2,0.96,0.74,2928,5505.25,2577.25,61
2023-10-02,2,0,40,10,2023,Autumn,None,FMCG,Crackers Box,200,380,90.0,5,306,100,3,4.0,0.87,9800,17689.0,7889.0,49
2023-10-02,2,0,40,10,2023,Autumn,None,Electronics,Fan Table,850,1350,58.82,15,20,8,7,17.0,0.82,92650,125077.5,32427.5,109
2023-10-02,2,0,40,10,2023,Autumn,None,Fashion,Jeans Men,450,899,99.78,15,61,20,6,9.0,0.99,15750,26745.25,10995.25,35
2023-10-03,3,1,40,10,2023,Autumn,None,FMCG,Kite + String,25,55,120.0,0,758,300,2,0.5,0.87,2075,4565.0,2490.0,83
2023-10-03,3,1,40,10,2023,Autumn,None,Electronics,Fan Table,850,1350,58.82,10,35,8,7,17.0,0.76,57800,82620.0,24820.0,68
2023-10-03,3,1,40,10,2023,Autumn,None,FMCG,Diya Set 12pc,48,95,97.92,15,320,150,2,0.96,0.76,336,565.25,229.25,7
2023-10-03,3,1,40,10,2023,Autumn,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,15,125,30,5,1.3,0.74,5525,6863.75,1338.75,85
2023-10-03,3,1,40,10,2023,Autumn,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,0,25,25,6,2.5,0.96,8500,11424.0,2924.0,68
2023-10-04,4,2,40,10,2023,Autumn,None,Grocery,Basmati Rice 5kg,180,225,25.0,0,153,50,3,3.6,0.84,10620,13275.0,2655.0,59
2023-10-04,4,2,40,10,2023,Autumn,None,Grocery,Sugar 1kg,42,54,28.57,10,101,100,2,0.84,0.85,1050,1215.0,165.0,25
2023-10-04,4,2,40,10,2023,Autumn,None,Grocery,Wheat Flour 10kg,320,385,20.31,10,71,40,3,6.4,0.78,38080,41233.5,3153.5,119
2023-10-04,4,2,40,10,2023,Autumn,None,FMCG,Dandiya Sticks,40,85,112.5,5,294,200,2,0.8,0.82,200,403.75,203.75,5
2023-10-05,5,3,40,10,2023,Autumn,None,FMCG,Toothpaste Colgate,55,75,36.36,0,475,100,3,1.1,0.8,3300,4500.0,1200.0,60
2023-10-05,5,3,40,10,2023,Autumn,None,Electronics,Power Bank 10000mAh,650,1099,69.08,10,70,15,6,13.0,0.97,14300,21760.2,7460.2,22
2023-10-05,5,3,40,10,2023,Autumn,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,5,278,80,4,1.7,0.77,9435,12126.75,2691.75,111
2023-10-05,5,3,40,10,2023,Autumn,None,FMCG,Puja Thali Set,125,245,96.0,0,200,50,3,2.5,0.85,1375,2695.0,1320.0,11
2023-10-05,5,3,40,10,2023,Autumn,None,Electronics,Smartphone Redmi,8500,10999,29.4,15,17,10,7,170.0,0.97,323000,355267.7,32267.7,38
2023-10-05,5,3,40,10,2023,Autumn,None,Agriculture,Pesticide 500ml,180,245,36.11,15,30,20,5,3.6,0.98,9000,10412.5,1412.5,50
2023-10-05,5,3,40,10,2023,Autumn,None,FMCG,Diya Set 12pc,48,95,97.92,10,718,150,2,0.96,0.89,912,1624.5,712.5,19
2023-10-05,5,3,40,10,2023,Autumn,None,Stationery,Notebook A4,28,45,60.71,15,172,100,3,0.56,0.93,1372,1874.25,502.25,49
2023-10-06,6,4,40,10,2023,Autumn,Dussehra,FMCG,Toothpaste Colgate,55,75,36.36,0,310,100,3,1.1,0.71,5390,7350.0,1960.0,98
2023-10-06,6,4,40,10,2023,Autumn,Dussehra,Grocery,Wheat Flour 10kg,320,385,20.31,0,195,40,3,6.4,0.88,41280,49665.0,8385.0,129
2023-10-06,6,4,40,10,2023,Autumn,Dussehra,Electronics,Smartphone Redmi,8500,10999,29.4,0,27,10,7,170.0,0.96,1402500,1814835.0,412335.0,165
2023-10-06,6,4,40,10,2023,Autumn,Dussehra,Electronics,LED Bulb 9W,48,85,77.08,5,53,40,4,0.96,0.73,4560,7671.25,3111.25,95
2023-10-06,6,4,40,10,2023,Autumn,Dussehra,Grocery,Basmati Rice 5kg,180,225,25.0,10,214,50,3,3.6,0.92,7380,8302.5,922.5,41
2023-10-07,7,5,40,10,2023,Autumn,None,FMCG,Kite + String,25,55,120.0,15,891,300,2,0.5,0.99,1500,2805.0,1305.0,60
2023-10-07,7,5,40,10,2023,Autumn,None,Grocery,Dal Toor 1kg,95,118,24.21,0,351,80,3,1.9,0.8,7505,9322.0,1817.0,79
2023-10-07,7,5,40,10,2023,Autumn,None,FMCG,Diya Set 12pc,48,95,97.92,0,482,150,2,0.96,0.97,5376,10640.0,5264.0,112
2023-10-07,7,5,40,10,2023,Autumn,None,FMCG,Toothpaste Colgate,55,75,36.36,5,283,100,3,1.1,0.89,3795,4916.25,1121.25,69
2023-10-08,8,6,40,10,2023,Autumn,None,Stationery,Eraser Pack,12,20,66.67,5,239,150,2,0.24,0.75,120,190.0,70.0,10
2023-10-08,8,6,40,10,2023,Autumn,None,Fashion,Jeans Men,450,899,99.78,0,90,20,6,9.0,0.91,79200,158224.0,79024.0,176
2023-10-08,8,6,40,10,2023,Autumn,None,FMCG,Detergent Surf 1kg,95,125,31.58,0,304,90,3,1.9,0.98,10925,14375.0,3450.0,115
2023-10-08,8,6,40,10,2023,Autumn,None,Electronics,USB Cable,45,89,97.78,15,133,50,4,0.9,0.8,2250,3782.5,1532.5,50
2023-10-09,9,0,41,10,2023,Autumn,None,Fashion,T-Shirt Men,180,349,93.89,0,58,30,5,3.6,0.72,18000,34900.0,16900.0,100
2023-10-09,9,0,41,10,2023,Autumn,None,Stationery,Pencil Box,35,55,57.14,5,123,80,3,0.7,0.74,2240,3344.0,1104.0,64
2023-10-09,9,0,41,10,2023,Autumn,None,FMCG,Soap Lux,22,32,45.45,0,238,150,3,0.44,0.71,1870,2720.0,850.0,85
2023-10-10,10,1,41,10,2023,Autumn,Navratri,FMCG,Cold Drink 500ml,20,30,50.0,10,953,200,2,0.4,0.83,2920,3942.0,1022.0,146
2023-10-10,10,1,41,10,2023,Autumn,Navratri,Electronics,Smartphone Redmi,8500,10999,29.4,20,26,10,7,170.0,0.79,578000,598345.6,20345.6,68
2023-10-10,10,1,41,10,2023,Autumn,Navratri,FMCG,Shampoo Head&Shoulders,85,115,35.29,15,236,80,4,1.7,0.9,3485,4007.75,522.75,41
2023-10-10,10,1,41,10,2023,Autumn,Navratri,Agriculture,Wheat Seeds 1kg,65,95,46.15,0,58,30,5,1.3,0.96,4550,6650.0,2100.0,70
2023-10-10,10,1,41,10,2023,Autumn,Navratri,Grocery,Salt 1kg,18,25,38.89,0,132,120,2,0.36,0.73,2556,3550.0,994.0,142
2023-10-10,10,1,41,10,2023,Autumn,Navratri,Fashion,Shoes Casual,350,699,99.71,0,71,25,6,7.0,0.85,66500,132810.0,66310.0,190
2023-10-10,10,1,41,10,2023,Autumn,Navratri,Grocery,Dal Toor 1kg,95,118,24.21,15,238,80,3,1.9,0.85,8075,8525.5,450.5,85
2023-10-10,10,1,41,10,2023,Autumn,Navratri,FMCG,Crackers Box,200,380,90.0,0,385,100,3,4.0,0.99,23800,45220.0,21420.0,119
2023-10-11,11,2,41,10,2023,Autumn,Navratri,FMCG,Puja Thali Set,125,245,96.0,20,82,50,3,2.5,0.95,8125,12740.0,4615.0,65
2023-10-11,11,2,41,10,2023,Autumn,Navratri,Stationery,Eraser Pack,12,20,66.67,15,153,150,2,0.24,0.85,444,629.0,185.0,37
2023-10-11,11,2,41,10,2023,Autumn,Navratri,FMCG,Kite + String,25,55,120.0,20,1093,300,2,0.5,0.98,5500,9680.0,4180.0,220
2023-10-12,12,3,41,10,2023,Autumn,None,Stationery,Pencil Box,35,55,57.14,10,230,80,3,0.7,0.84,2135,3019.5,884.5,61
2023-10-12,12,3,41,10,2023,Autumn,None,FMCG,Toothpaste Colgate,55,75,36.36,20,396,100,3,1.1,0.72,1210,1320.0,110.0,22
2023-10-12,12,3,41,10,2023,Autumn,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,0,291,80,4,1.7,0.99,4845,6555.0,1710.0,57
2023-10-12,12,3,41,10,2023,Autumn,None,Electronics,Fan Table,850,1350,58.82,0,38,8,7,17.0,1.0,70550,112050.0,41500.0,83
2023-10-12,12,3,41,10,2023,Autumn,None,Grocery,Salt 1kg,18,25,38.89,0,562,120,2,0.36,0.78,432,600.0,168.0,24
2023-10-12,12,3,41,10,2023,Autumn,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,0,117,25,6,2.5,0.83,5250,7056.0,1806.0,42
2023-10-12,12,3,41,10,2023,Autumn,None,Stationery,Eraser Pack,12,20,66.67,15,263,150,2,0.24,0.75,900,1275.0,375.0,75
2023-10-12,12,3,41,10,2023,Autumn,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,0,107,30,5,1.3,0.92,5265,7695.0,2430.0,81
2023-10-13,13,4,41,10,2023,Autumn,Navratri,FMCG,Detergent Surf 1kg,95,125,31.58,15,419,90,3,1.9,0.95,14915,16681.25,1766.25,157
2023-10-13,13,4,41,10,2023,Autumn,Navratri,Fashion,Shoes Casual,350,699,99.71,20,115,25,6,7.0,0.88,26600,42499.2,15899.2,76
2023-10-13,13,4,41,10,2023,Autumn,Navratri,Electronics,LED Bulb 9W,48,85,77.08,20,60,40,4,0.96,0.86,2448,3468.0,1020.0,51
2023-10-13,13,4,41,10,2023,Autumn,Navratri,Grocery,Eid Special Dates,280,450,60.71,5,149,40,4,5.6,0.77,18760,28642.5,9882.5,67
2023-10-13,13,4,41,10,2023,Autumn,Navratri,FMCG,Cold Drink 500ml,20,30,50.0,0,494,200,2,0.4,0.85,3600,5400.0,1800.0,180
2023-10-14,14,5,41,10,2023,Autumn,None,FMCG,Cold Drink 500ml,20,30,50.0,5,218,200,2,0.4,0.8,1580,2251.5,671.5,79
2023-10-14,14,5,41,10,2023,Autumn,None,Grocery,Salt 1kg,18,25,38.89,0,213,120,2,0.36,0.73,612,850.0,238.0,34
2023-10-14,14,5,41,10,2023,Autumn,None,FMCG,Crackers Box,200,380,90.0,20,436,100,3,4.0,0.92,17400,26448.0,9048.0,87
2023-10-14,14,5,41,10,2023,Autumn,None,FMCG,Dandiya Sticks,40,85,112.5,0,230,200,2,0.8,0.74,1800,3825.0,2025.0,45
2023-10-14,14,5,41,10,2023,Autumn,None,Electronics,Fan Table,850,1350,58.82,5,35,8,7,17.0,0.7,14450,21802.5,7352.5,17
2023-10-14,14,5,41,10,2023,Autumn,None,Stationery,Eraser Pack,12,20,66.67,0,667,150,2,0.24,0.82,1272,2120.0,848.0,106
2023-10-14,14,5,41,10,2023,Autumn,None,Grocery,Wheat Flour 10kg,320,385,20.31,0,91,40,3,6.4,0.73,13760,16555.0,2795.0,43
2023-10-15,15,6,41,10,2023,Autumn,None,FMCG,Dandiya Sticks,40,85,112.5,0,686,200,2,0.8,0.94,3640,7735.0,4095.0,91
2023-10-15,15,6,41,10,2023,Autumn,None,Grocery,Sugar 1kg,42,54,28.57,0,354,100,2,0.84,0.92,1386,1782.0,396.0,33
2023-10-15,15,6,41,10,2023,Autumn,None,Grocery,Dal Toor 1kg,95,118,24.21,10,364,80,3,1.9,0.82,11305,12637.8,1332.8,119
2023-10-15,15,6,41,10,2023,Autumn,None,Grocery,Christmas Cake,180,320,77.78,20,126,30,2,3.6,0.82,6120,8704.0,2584.0,34
2023-10-15,15,6,41,10,2023,Autumn,None,Electronics,Fan Table,850,1350,58.82,0,11,8,7,17.0,0.92,76500,121500.0,45000.0,90
2023-10-15,15,6,41,10,2023,Autumn,None,Grocery,Sunflower Oil 1L,120,148,23.33,0,132,60,4,2.4,0.95,3480,4292.0,812.0,29
2023-10-16,16,0,42,10,2023,Autumn,None,Agriculture,Pesticide 500ml,180,245,36.11,0,41,20,5,3.6,0.91,6480,8820.0,2340.0,36
2023-10-16,16,0,42,10,2023,Autumn,None,FMCG,Crackers Box,200,380,90.0,0,385,100,3,4.0,0.86,21200,40280.0,19080.0,106
2023-10-16,16,0,42,10,2023,Autumn,None,Fashion,Kurta Women,280,549,96.07,20,20,20,5,5.6,0.84,26040,40845.6,14805.6,93
2023-10-16,16,0,42,10,2023,Autumn,None,Stationery,Notebook A4,28,45,60.71,20,128,100,3,0.56,0.91,2604,3348.0,744.0,93
2023-10-16,16,0,42,10,2023,Autumn,None,Grocery,Basmati Rice 5kg,180,225,25.0,5,77,50,3,3.6,0.83,5220,6198.75,978.75,29
2023-10-16,16,0,42,10,2023,Autumn,None,FMCG,Soap Lux,22,32,45.45,10,631,150,3,0.44,0.99,1804,2361.6,557.6,82
2023-10-16,16,0,42,10,2023,Autumn,None,Grocery,Salt 1kg,18,25,38.89,0,466,120,2,0.36,0.88,558,775.0,217.0,31
2023-10-16,16,0,42,10,2023,Autumn,None,FMCG,Biscuit Parle-G,8,12,50.0,20,593,200,2,0.16,0.78,944,1132.8,188.8,118
2023-10-17,17,1,42,10,2023,Autumn,Navratri,FMCG,Soap Lux,22,32,45.45,10,157,150,3,0.44,0.75,1606,2102.4,496.4,73
2023-10-17,17,1,42,10,2023,Autumn,Navratri,FMCG,Kite + String,25,55,120.0,0,1424,300,2,0.5,0.81,5300,11660.0,6360.0,212
2023-10-17,17,1,42,10,2023,Autumn,Navratri,Electronics,Smartphone Redmi,8500,10999,29.4,0,42,10,7,170.0,0.71,1045500,1352877.0,307377.0,123
2023-10-17,17,1,42,10,2023,Autumn,Navratri,FMCG,Puja Thali Set,125,245,96.0,0,125,50,3,2.5,0.76,17250,33810.0,16560.0,138
2023-10-17,17,1,42,10,2023,Autumn,Navratri,Fashion,Kurta Women,280,549,96.07,20,70,20,5,5.6,0.99,24640,38649.6,14009.6,88
2023-10-17,17,1,42,10,2023,Autumn,Navratri,Electronics,USB Cable,45,89,97.78,0,59,50,4,0.9,0.94,1440,2848.0,1408.0,32
2023-10-18,18,2,42,10,2023,Autumn,None,Stationery,Pen Blue Pack 10,25,40,60.0,0,898,200,2,0.5,0.9,2100,3360.0,1260.0,84
2023-10-18,18,2,42,10,2023,Autumn,None,FMCG,Dandiya Sticks,40,85,112.5,0,321,200,2,0.8,0.77,3520,7480.0,3960.0,88
2023-10-18,18,2,42,10,2023,Autumn,None,Fashion,Shoes Casual,350,699,99.71,20,43,25,6,7.0,0.73,29050,46413.6,17363.6,83
2023-10-18,18,2,42,10,2023,Autumn,None,Agriculture,Pesticide 500ml,180,245,36.11,0,58,20,5,3.6,0.95,4500,6125.0,1625.0,25
2023-10-18,18,2,42,10,2023,Autumn,None,Electronics,LED Bulb 9W,48,85,77.08,5,42,40,4,0.96,0.77,672,1130.5,458.5,14
2023-10-18,18,2,42,10,2023,Autumn,None,Stationery,Pencil Box,35,55,57.14,0,347,80,3,0.7,0.93,560,880.0,320.0,16
2023-10-19,19,3,42,10,2023,Autumn,None,Fashion,T-Shirt Men,180,349,93.89,10,139,30,5,3.6,0.79,5400,9423.0,4023.0,30
2023-10-19,19,3,42,10,2023,Autumn,None,Electronics,Earphones Boat,350,599,71.14,0,58,20,5,7.0,0.97,11900,20366.0,8466.0,34
2023-10-19,19,3,42,10,2023,Autumn,None,FMCG,Soap Lux,22,32,45.45,15,226,150,3,0.44,0.94,1892,2339.2,447.2,86
2023-10-19,19,3,42,10,2023,Autumn,None,FMCG,Kite + String,25,55,120.0,0,506,300,2,0.5,0.81,975,2145.0,1170.0,39
2023-10-20,20,4,42,10,2023,Autumn,None,Stationery,Pen Blue Pack 10,25,40,60.0,15,915,200,2,0.5,0.79,3125,4250.0,1125.0,125
2023-10-20,20,4,42,10,2023,Autumn,None,FMCG,Gulal Colors Set,35,75,114.29,15,829,200,2,0.7,0.96,1575,2868.75,1293.75,45
2023-10-20,20,4,42,10,2023,Autumn,None,Stationery,Notebook A4,28,45,60.71,0,147,100,3,0.56,0.7,1764,2835.0,1071.0,63
2023-10-21,21,5,42,10,2023,Autumn,None,FMCG,Soap Lux,22,32,45.45,20,749,150,3,0.44,0.94,946,1100.8,154.8,43
2023-10-21,21,5,42,10,2023,Autumn,None,Electronics,Fan Table,850,1350,58.82,20,23,8,7,17.0,0.87,26350,33480.0,7130.0,31
2023-10-21,21,5,42,10,2023,Autumn,None,FMCG,Puja Thali Set,125,245,96.0,0,247,50,3,2.5,0.72,3625,7105.0,3480.0,29
2023-10-22,22,6,42,10,2023,Autumn,None,FMCG,Puja Thali Set,125,245,96.0,5,142,50,3,2.5,0.78,13125,24438.75,11313.75,105
2023-10-22,22,6,42,10,2023,Autumn,None,Fashion,Kurta Women,280,549,96.07,5,96,20,5,5.6,0.84,5880,10952.55,5072.55,21
2023-10-22,22,6,42,10,2023,Autumn,None,FMCG,Biscuit Parle-G,8,12,50.0,0,502,200,2,0.16,0.94,632,948.0,316.0,79
2023-10-22,22,6,42,10,2023,Autumn,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,5,296,80,4,1.7,0.93,8925,11471.25,2546.25,105
2023-10-22,22,6,42,10,2023,Autumn,None,Electronics,USB Cable,45,89,97.78,5,66,50,4,0.9,0.83,1395,2621.05,1226.05,31
2023-10-22,22,6,42,10,2023,Autumn,None,Stationery,Notebook A4,28,45,60.71,0,356,100,3,0.56,0.84,2828,4545.0,1717.0,101
2023-10-23,23,0,43,10,2023,Autumn,None,Stationery,Pen Blue Pack 10,25,40,60.0,15,698,200,2,0.5,0.8,350,476.0,126.0,14
2023-10-23,23,0,43,10,2023,Autumn,None,Electronics,LED Bulb 9W,48,85,77.08,0,87,40,4,0.96,0.97,3600,6375.0,2775.0,75
2023-10-23,23,0,43,10,2023,Autumn,None,FMCG,Gulal Colors Set,35,75,114.29,0,715,200,2,0.7,0.95,770,1650.0,880.0,22
2023-10-23,23,0,43,10,2023,Autumn,None,FMCG,Kite + String,25,55,120.0,15,1085,300,2,0.5,0.71,2350,4394.5,2044.5,94
2023-10-23,23,0,43,10,2023,Autumn,None,Electronics,USB Cable,45,89,97.78,10,247,50,4,0.9,0.93,1440,2563.2,1123.2,32
2023-10-24,24,1,43,10,2023,Autumn,None,FMCG,Crackers Box,200,380,90.0,0,434,100,3,4.0,0.97,4800,9120.0,4320.0,24
2023-10-24,24,1,43,10,2023,Autumn,None,Stationery,Pencil Box,35,55,57.14,15,114,80,3,0.7,0.96,1295,1729.75,434.75,37
2023-10-24,24,1,43,10,2023,Autumn,None,FMCG,Toothpaste Colgate,55,75,36.36,15,206,100,3,1.1,0.92,2805,3251.25,446.25,51
2023-10-24,24,1,43,10,2023,Autumn,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,5,42,25,6,2.5,0.81,9250,11810.4,2560.4,74
2023-10-24,24,1,43,10,2023,Autumn,None,FMCG,Cold Drink 500ml,20,30,50.0,0,641,200,2,0.4,0.92,1020,1530.0,510.0,51
2023-10-24,24,1,43,10,2023,Autumn,None,Fashion,Jeans Men,450,899,99.78,20,72,20,6,9.0,0.97,45900,73358.4,27458.4,102
2023-10-24,24,1,43,10,2023,Autumn,None,Grocery,Sunflower Oil 1L,120,148,23.33,15,192,60,4,2.4,0.98,1320,1383.8,63.8,11
2023-10-24,24,1,43,10,2023,Autumn,None,Electronics,USB Cable,45,89,97.78,10,109,50,4,0.9,0.75,3285,5847.3,2562.3,73
2023-10-25,25,2,43,10,2023,Autumn,None,Fashion,Kurta Women,280,549,96.07,20,93,20,5,5.6,0.83,9520,14932.8,5412.8,34
2023-10-25,25,2,43,10,2023,Autumn,None,Stationery,Notebook A4,28,45,60.71,0,330,100,3,0.56,0.83,1876,3015.0,1139.0,67
2023-10-25,25,2,43,10,2023,Autumn,None,Electronics,Power Bank 10000mAh,650,1099,69.08,0,58,15,6,13.0,0.9,4550,7693.0,3143.0,7
2023-10-25,25,2,43,10,2023,Autumn,None,Electronics,LED Bulb 9W,48,85,77.08,0,161,40,4,0.96,0.85,3456,6120.0,2664.0,72
2023-10-25,25,2,43,10,2023,Autumn,None,Grocery,Basmati Rice 5kg,180,225,25.0,5,138,50,3,3.6,0.78,17100,20306.25,3206.25,95
2023-10-25,25,2,43,10,2023,Autumn,None,Fashion,Shoes Casual,350,699,99.71,5,28,25,6,7.0,0.77,7350,13945.05,6595.05,21
2023-10-25,25,2,43,10,2023,Autumn,None,Grocery,Wheat Flour 10kg,320,385,20.31,20,86,40,3,6.4,0.84,26880,25872.0,-1008.0,84
2023-10-25,25,2,43,10,2023,Autumn,None,Grocery,Christmas Cake,180,320,77.78,20,46,30,2,3.6,0.84,14220,20224.0,6004.0,79
2023-10-26,26,3,43,10,2023,Autumn,Dussehra,FMCG,Cold Drink 500ml,20,30,50.0,20,866,200,2,0.4,0.97,4460,5352.0,892.0,223
2023-10-26,26,3,43,10,2023,Autumn,Dussehra,Grocery,Sugar 1kg,42,54,28.57,5,154,100,2,0.84,0.83,2058,2513.7,455.7,49
2023-10-26,26,3,43,10,2023,Autumn,Dussehra,FMCG,Toothpaste Colgate,55,75,36.36,0,378,100,3,1.1,0.81,6105,8325.0,2220.0,111
2023-10-26,26,3,43,10,2023,Autumn,Dussehra,FMCG,Gulal Colors Set,35,75,114.29,0,613,200,2,0.7,0.87,4760,10200.0,5440.0,136
2023-10-27,27,4,43,10,2023,Autumn,None,Grocery,Sunflower Oil 1L,120,148,23.33,10,279,60,4,2.4,0.94,720,799.2,79.2,6
2023-10-27,27,4,43,10,2023,Autumn,None,Stationery,Notebook A4,28,45,60.71,0,482,100,3,0.56,0.82,364,585.0,221.0,13
2023-10-27,27,4,43,10,2023,Autumn,None,FMCG,Cold Drink 500ml,20,30,50.0,10,472,200,2,0.4,0.76,1680,2268.0,588.0,84
2023-10-27,27,4,43,10,2023,Autumn,None,FMCG,Biscuit Parle-G,8,12,50.0,5,279,200,2,0.16,0.72,432,615.6,183.6,54
2023-10-28,28,5,43,10,2023,Autumn,None,Grocery,Wheat Flour 10kg,320,385,20.31,0,50,40,3,6.4,0.97,38400,46200.0,7800.0,120
2023-10-28,28,5,43,10,2023,Autumn,None,Grocery,Salt 1kg,18,25,38.89,15,269,120,2,0.36,0.87,198,233.75,35.75,11
2023-10-28,28,5,43,10,2023,Autumn,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,0,83,25,6,2.5,0.76,5125,6888.0,1763.0,41
2023-10-28,28,5,43,10,2023,Autumn,None,Agriculture,Pesticide 500ml,180,245,36.11,0,34,20,5,3.6,0.96,15120,20580.0,5460.0,84
2023-10-28,28,5,43,10,2023,Autumn,None,Grocery,Christmas Cake,180,320,77.78,5,130,30,2,3.6,0.83,7740,13072.0,5332.0,43
2023-10-28,28,5,43,10,2023,Autumn,None,Electronics,Earphones Boat,350,599,71.14,0,48,20,5,7.0,0.99,35700,61098.0,25398.0,102
2023-10-28,28,5,43,10,2023,Autumn,None,Grocery,Dal Toor 1kg,95,118,24.21,0,246,80,3,1.9,0.78,9690,12036.0,2346.0,102
2023-10-29,29,6,43,10,2023,Autumn,None,Fashion,Shoes Casual,350,699,99.71,0,114,25,6,7.0,0.75,19250,38445.0,19195.0,55
2023-10-29,29,6,43,10,2023,Autumn,None,FMCG,Dandiya Sticks,40,85,112.5,20,289,200,2,0.8,0.75,4320,7344.0,3024.0,108
2023-10-29,29,6,43,10,2023,Autumn,None,Fashion,Saree Cotton,350,699,99.71,10,29,15,7,7.0,0.8,15400,27680.4,12280.4,44
2023-10-29,29,6,43,10,2023,Autumn,None,FMCG,Biscuit Parle-G,8,12,50.0,0,776,200,2,0.16,0.95,744,1116.0,372.0,93
2023-10-30,30,0,44,10,2023,Autumn,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,15,312,80,4,1.7,0.96,6290,7233.5,943.5,74
2023-10-30,30,0,44,10,2023,Autumn,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,10,56,30,5,1.3,0.88,3120,4104.0,984.0,48
2023-10-30,30,0,44,10,2023,Autumn,None,Stationery,Eraser Pack,12,20,66.67,0,613,150,2,0.24,0.92,1272,2120.0,848.0,106
2023-10-31,31,1,44,10,2023,Autumn,None,FMCG,Kite + String,25,55,120.0,20,1417,300,2,0.5,0.7,200,352.0,152.0,8
2023-10-31,31,1,44,10,2023,Autumn,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,15,137,30,5,1.3,0.95,1365,1695.75,330.75,21
2023-10-31,31,1,44,10,2023,Autumn,None,Fashion,Jeans Men,450,899,99.78,10,29,20,6,9.0,0.97,5850,10518.3,4668.3,13
2023-10-31,31,1,44,10,2023,Autumn,None,Grocery,Basmati Rice 5kg,180,225,25.0,20,110,50,3,3.6,0.89,11520,11520.0,0.0,64
2023-10-31,31,1,44,10,2023,Autumn,None,Stationery,Eraser Pack,12,20,66.67,0,185,150,2,0.24,0.88,648,1080.0,432.0,54
2023-10-31,31,1,44,10,2023,Autumn,None,FMCG,Puja Thali Set,125,245,96.0,0,99,50,3,2.5,0.77,4000,7840.0,3840.0,32
2023-10-31,31,1,44,10,2023,Autumn,None,Stationery,Notebook A4,28,45,60.71,0,225,100,3,0.56,0.81,224,360.0,136.0,8
2023-11-01,1,2,44,11,2023,Winter,None,FMCG,Toothpaste Colgate,55,75,36.36,0,473,100,3,1.1,0.77,1375,1875.0,500.0,25
2023-11-01,1,2,44,11,2023,Winter,None,Stationery,Notebook A4,28,45,60.71,0,467,100,3,0.56,0.9,1260,2025.0,765.0,45
2023-11-01,1,2,44,11,2023,Winter,None,Fashion,Kurta Women,280,549,96.07,0,94,20,5,5.6,0.85,20440,40077.0,19637.0,73
2023-11-02,2,3,44,11,2023,Winter,Diwali,FMCG,Dandiya Sticks,40,85,112.5,5,335,200,2,0.8,0.7,4000,8075.0,4075.0,100
2023-11-02,2,3,44,11,2023,Winter,Diwali,Fashion,T-Shirt Men,180,349,93.89,10,125,30,5,3.6,0.92,7200,12564.0,5364.0,40
