id,product_name,category,cost_price,selling_price,discount_pct,units_sold,current_stock,reorder_level,lead_time_days,holding_cost,supplier_reliability,season,festival,margin_pct,revenue,profit,investment,month,year,day,day_of_week,week,quarter,is_weekend,is_festival,price_ratio,stock_buffer,date,shop_name,location,region
4495,Colgate 200g,FMCG,82,100,0,80,174,19,7,1.23,0.7,Rainy,None,21.95,8000.0,1440.0,6560,6,2023,1,1,1,2,0,0,1.22,155,2023-06-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4496,Thums Up 600ml,FMCG,38,45,0,187,67,73,3,0.57,0.75,Winter,None,18.42,8415.0,1309.0,7106,2,2024,10,3,2,1,0,0,1.184,-6,2024-02-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4497,Red Chilli Powder 100g,Grocery,30,42,0,45,324,18,7,0.45,0.95,Autumn,Diwali,40.0,1890.0,540.0,1350,10,2024,7,0,1,4,0,1,1.4,306,2024-10-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4498,Basmati Rice 5kg,Grocery,280,340,0,102,50,39,7,4.2,0.85,Winter,None,21.43,34680.0,6120.0,28560,11,2023,20,6,3,4,1,0,1.214,11,2023-11-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4499,Dupatta Plain,Fashion,95,150,0,22,163,10,3,1.43,0.92,Summer,Labour Day,57.89,3300.0,1210.0,2090,5,2024,5,5,1,2,1,1,1.579,153,2024-05-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4500,Reynolds Pen 10pc,Stationery,35,50,0,88,177,35,4,0.53,0.98,Rainy,None,42.86,4400.0,1320.0,3080,7,2023,2,2,1,3,0,0,1.429,142,2023-07-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4501,Lifebuoy Soap 100g,FMCG,28,36,0,95,25,30,4,0.42,0.7,Winter,None,28.57,3420.0,760.0,2660,12,2024,18,4,3,4,0,0,1.286,-5,2024-12-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4502,Register A4 100pg,Stationery,35,50,0,30,185,10,2,0.53,0.9,Rainy,Raksha Bandhan,42.86,1500.0,450.0,1050,8,2024,3,3,1,3,0,1,1.429,175,2024-08-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4503,Mosquito Coil 10pc,FMCG,32,45,0,183,327,22,1,0.48,0.98,Rainy,None,40.62,8235.0,2379.0,5856,6,2024,20,6,3,2,1,0,1.406,305,2024-06-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4504,Lifebuoy Soap 100g,FMCG,28,36,10,112,231,40,2,0.42,0.9,Autumn,Diwali,28.57,3628.8,492.8,3136,10,2023,17,3,3,4,0,1,1.286,191,2023-10-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4505,Lux Soap 75g,FMCG,32,42,0,95,254,34,3,0.48,0.9,Rainy,Raksha Bandhan,31.25,3990.0,950.0,3040,8,2024,23,2,4,3,0,1,1.312,220,2024-08-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4506,LED Bulb 9W Philips,Electronics,95,130,0,46,283,14,2,1.43,0.88,Autumn,Diwali,36.84,5980.0,1610.0,4370,10,2023,8,1,2,4,0,1,1.368,269,2023-10-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4507,Hide & Seek 100g,FMCG,32,45,0,78,286,27,7,0.48,0.9,Winter,None,40.62,3510.0,1014.0,2496,2,2024,10,3,2,1,0,0,1.406,259,2024-02-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4508,Haldi Powder 100g,Grocery,28,38,0,54,294,22,3,0.42,0.88,Summer,None,35.71,2052.0,540.0,1512,4,2023,13,6,2,2,1,0,1.357,272,2023-04-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4509,Socks Cotton 3 pair,Fashion,55,80,0,66,288,13,2,0.82,0.75,Winter,None,45.45,5280.0,1650.0,3630,11,2024,4,4,1,4,0,0,1.455,275,2024-11-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4510,Diya Set 12pc,FMCG,38,65,0,13,204,10,1,0.57,0.88,Autumn,Ganesh Chaturthi,71.05,845.0,351.0,494,9,2024,9,2,2,3,0,1,1.711,194,2024-09-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4511,All Out Refill,FMCG,88,115,15,48,57,15,3,1.32,0.88,Autumn,Navratri,30.68,4692.0,468.0,4224,10,2024,8,1,2,4,0,1,1.307,42,2024-10-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4512,Gamcha Cotton Towel,Fashion,55,80,2,78,135,19,4,0.82,0.85,Summer,Labour Day,45.45,6115.2,1825.2,4290,5,2024,17,3,3,2,0,1,1.455,116,2024-05-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4513,Paneer 200g,Grocery,85,105,5,61,206,25,2,1.27,0.8,Summer,Labour Day,23.53,6084.75,899.75,5185,5,2024,11,4,2,2,0,1,1.235,181,2024-05-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4514,Moong Dal 500g,Grocery,72,90,10,38,234,20,2,1.08,0.95,Winter,Children's Day,25.0,3078.0,342.0,2736,11,2023,10,3,2,4,0,1,1.25,214,2023-11-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4515,Toor Dal 1kg,Grocery,130,155,0,87,201,24,2,1.95,0.88,Rainy,Raksha Bandhan,19.23,13485.0,2175.0,11310,8,2023,21,0,3,3,0,1,1.192,177,2023-08-21,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4516,Surf Excel 1kg,FMCG,130,165,0,53,320,25,3,1.95,0.98,Winter,None,26.92,8745.0,1855.0,6890,2,2024,19,5,3,1,1,0,1.269,295,2024-02-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4517,Poha 500g,Grocery,28,36,0,63,215,21,3,0.42,0.98,Winter,Chhath Puja,28.57,2268.0,504.0,1764,11,2024,3,3,1,4,0,1,1.286,194,2024-11-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4518,Apsara Pencil 10pc,Stationery,15,22,0,82,88,34,3,0.22,0.9,Winter,Children's Day,46.67,1804.0,574.0,1230,11,2023,14,0,2,4,0,1,1.467,54,2023-11-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4519,Diya Set 12pc,FMCG,38,65,0,7,142,10,2,0.57,0.98,Winter,Valentine's Day,71.05,455.0,189.0,266,2,2024,16,2,3,1,0,1,1.711,132,2024-02-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4520,Eveready Battery D 2pc,Electronics,65,90,0,30,80,10,3,0.97,0.98,Rainy,None,38.46,2700.0,750.0,1950,7,2024,10,3,2,3,0,0,1.385,70,2024-07-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4521,Neem Pesticide 100ml,Agriculture,65,95,0,63,27,11,7,0.97,0.85,Summer,Baisakhi,46.15,5985.0,1890.0,4095,4,2024,3,3,1,2,0,1,1.462,16,2024-04-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4522,Tape Roll,Stationery,18,28,5,41,131,12,4,0.27,0.92,Summer,Labour Day,55.56,1090.6,352.6,738,5,2023,9,2,2,2,0,1,1.556,119,2023-05-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4523,Reynolds Pen 10pc,Stationery,35,50,0,96,176,31,3,0.53,0.92,Summer,None,42.86,4800.0,1440.0,3360,3,2024,8,1,2,1,0,0,1.429,145,2024-03-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4524,Tape Roll,Stationery,18,28,0,30,236,10,2,0.27,0.88,Rainy,None,55.56,840.0,300.0,540,6,2023,26,5,4,2,1,0,1.556,226,2023-06-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4525,Vegetable Seeds Packet,Agriculture,28,45,0,72,69,14,4,0.42,0.98,Summer,Labour Day,60.71,3240.0,1224.0,2016,5,2023,25,4,4,2,0,1,1.607,55,2023-05-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4526,Frooti 200ml,FMCG,12,15,0,262,184,115,5,0.18,0.85,Winter,Valentine's Day,25.0,3930.0,786.0,3144,2,2024,2,2,1,1,0,1,1.25,69,2024-02-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4527,Colgate 200g,FMCG,82,100,0,64,153,31,5,1.23,0.88,Autumn,Dussehra,21.95,6400.0,1152.0,5248,10,2023,9,2,2,4,0,1,1.22,122,2023-10-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4528,Salwar Suit Cotton,Fashion,280,450,0,14,272,10,4,4.2,0.9,Rainy,None,60.71,6300.0,2380.0,3920,6,2024,8,1,2,2,0,0,1.607,262,2024-06-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4529,Handkerchief 3pc,Fashion,30,45,0,33,299,13,3,0.45,0.8,Winter,Valentine's Day,50.0,1485.0,495.0,990,2,2024,3,3,1,1,0,1,1.5,286,2024-02-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4530,Glucon-D 200g,FMCG,55,72,0,133,20,26,1,0.82,0.7,Summer,None,30.91,9576.0,2261.0,7315,5,2023,21,0,3,2,0,0,1.309,-6,2023-05-21,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4531,Extension Cord 5m,Electronics,175,240,5,15,160,10,4,2.62,0.7,Summer,Labour Day,37.14,3420.0,795.0,2625,5,2023,3,3,1,2,0,1,1.371,150,2023-05-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4532,ORS Sachets 5pc,FMCG,22,30,0,68,294,18,2,0.33,0.85,Rainy,Janmashtami,36.36,2040.0,544.0,1496,8,2024,7,0,1,3,0,1,1.364,276,2024-08-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4533,Neem Pesticide 100ml,Agriculture,65,95,0,19,202,10,2,0.97,0.85,Winter,Makar Sankranti,46.15,1805.0,570.0,1235,1,2024,7,0,1,1,0,1,1.462,192,2024-01-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4534,Garden Pump Sprayer 1L,Agriculture,145,210,0,32,176,10,3,2.17,0.98,Summer,None,44.83,6720.0,2080.0,4640,5,2024,25,4,4,2,0,0,1.448,166,2024-05-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4535,Maggi Noodles 4-Pack,FMCG,52,65,0,108,272,43,2,0.78,0.9,Winter,None,25.0,7020.0,1404.0,5616,2,2023,13,6,2,1,1,0,1.25,229,2023-02-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4536,Banyan Vest Cotton,Fashion,75,110,0,33,155,11,5,1.12,0.75,Autumn,None,46.67,3630.0,1155.0,2475,9,2024,10,3,2,3,0,0,1.467,144,2024-09-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4537,Stapler Small,Stationery,45,65,2,15,64,10,3,0.67,0.7,Autumn,Dussehra,44.44,955.5,280.5,675,10,2023,18,4,3,4,0,1,1.444,54,2023-10-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4538,Pepsodent 200g,FMCG,75,92,0,39,135,21,4,1.12,0.7,Autumn,None,22.67,3588.0,663.0,2925,10,2023,7,0,1,4,0,0,1.227,114,2023-10-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4539,Handkerchief 3pc,Fashion,30,45,0,31,245,11,3,0.45,0.88,Winter,Lohri,50.0,1395.0,465.0,930,1,2024,5,5,1,1,1,1,1.5,234,2024-01-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4540,Tape Roll,Stationery,18,28,2,31,304,14,7,0.27,0.8,Summer,Baisakhi,55.56,850.64,292.64,558,4,2024,3,3,1,2,0,1,1.556,290,2024-04-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4541,Sugar 1kg,Grocery,42,50,0,171,175,36,3,0.63,0.85,Winter,Lohri,19.05,8550.0,1368.0,7182,1,2023,3,3,1,1,0,1,1.19,139,2023-01-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4542,Haldi Powder 100g,Grocery,28,38,0,60,105,24,2,0.42,0.85,Winter,Children's Day,35.71,2280.0,600.0,1680,11,2024,14,0,2,4,0,1,1.357,81,2024-11-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4543,Tape Roll,Stationery,18,28,0,21,277,11,2,0.27,0.8,Rainy,None,55.56,588.0,210.0,378,7,2023,19,5,3,3,1,0,1.556,266,2023-07-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4544,Tea Tata Gold 250g,Grocery,105,130,0,63,15,32,3,1.57,0.9,Autumn,Navratri,23.81,8190.0,1575.0,6615,10,2023,22,1,4,4,0,1,1.238,-17,2023-10-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4545,Maggi Noodles 70g,FMCG,12,15,0,110,128,46,3,0.18,0.98,Summer,Labour Day,25.0,1650.0,330.0,1320,5,2023,28,0,4,2,0,1,1.25,82,2023-05-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4546,Moong Dal 500g,Grocery,72,90,0,41,237,14,3,1.08,0.9,Autumn,None,25.0,3690.0,738.0,2952,10,2024,18,4,3,4,0,0,1.25,223,2024-10-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4547,Clinic Plus Shampoo 80ml,FMCG,55,72,8,35,165,15,2,0.82,0.9,Rainy,Raksha Bandhan,30.91,2318.4,393.4,1925,8,2024,9,2,2,3,0,1,1.309,150,2024-08-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4548,Gamcha Cotton Towel,Fashion,55,80,15,24,278,16,4,0.82,0.8,Winter,Children's Day,45.45,1632.0,312.0,1320,11,2023,8,1,2,4,0,1,1.455,262,2023-11-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4549,Eno Sachet 6pc,FMCG,28,38,0,47,171,15,5,0.42,0.88,Autumn,Dussehra,35.71,1786.0,470.0,1316,10,2023,5,5,1,4,1,1,1.357,156,2023-10-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4550,Sketch Pens 12pc,Stationery,32,48,0,33,210,11,3,0.48,0.88,Winter,Republic Day,50.0,1584.0,528.0,1056,1,2024,10,3,2,1,0,1,1.5,199,2024-01-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4551,Scale 30cm,Stationery,8,12,0,34,178,12,7,0.12,0.92,Summer,None,50.0,408.0,136.0,272,3,2023,18,4,3,1,0,0,1.5,166,2023-03-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4552,Thums Up 600ml,FMCG,38,45,0,202,66,55,2,0.57,0.85,Rainy,Janmashtami,18.42,9090.0,1414.0,7676,8,2023,16,2,3,3,0,1,1.184,11,2023-08-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4553,Tea Tata Gold 250g,Grocery,105,130,0,77,78,32,2,1.57,0.98,Rainy,None,23.81,10010.0,1925.0,8085,6,2023,23,2,4,2,0,0,1.238,46,2023-06-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4554,Paneer 200g,Grocery,85,105,2,64,89,27,5,1.27,0.95,Summer,Labour Day,23.53,6585.6,1145.6,5440,5,2024,7,0,1,2,0,1,1.235,62,2024-05-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4555,Mosquito Coil 10pc,FMCG,32,45,5,53,65,27,2,0.48,0.8,Autumn,Navratri,40.62,2265.75,569.75,1696,9,2024,3,3,1,3,0,1,1.406,38,2024-09-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4556,Pepsodent 200g,FMCG,75,92,0,44,249,18,5,1.12,0.95,Summer,None,22.67,4048.0,748.0,3300,3,2024,26,5,4,1,1,0,1.227,231,2024-03-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4557,Hajmola 100 Tabs,FMCG,45,60,0,51,320,18,3,0.67,0.75,Rainy,None,33.33,3060.0,765.0,2295,7,2024,14,0,2,3,0,0,1.333,302,2024-07-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4558,Mosquito Coil 10pc,FMCG,32,45,15,124,195,20,7,0.48,0.9,Summer,Baisakhi,40.62,4743.0,775.0,3968,4,2024,7,0,1,2,0,1,1.406,175,2024-04-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4559,Poha 500g,Grocery,28,36,0,75,117,19,3,0.42,0.95,Summer,Baisakhi,28.57,2700.0,600.0,2100,4,2023,19,5,3,2,1,1,1.286,98,2023-04-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4560,Saunf 100g,Grocery,22,30,10,29,83,10,1,0.33,0.92,Autumn,Diwali,36.36,783.0,145.0,638,10,2023,27,6,4,4,1,1,1.364,73,2023-10-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4561,Kurkure 65g,FMCG,18,25,0,190,111,62,2,0.27,0.9,Autumn,Diwali,38.89,4750.0,1330.0,3420,10,2024,18,4,3,4,0,1,1.389,49,2024-10-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4562,Harpic 500ml,FMCG,75,98,0,39,303,16,3,1.12,0.88,Rainy,None,30.67,3822.0,897.0,2925,7,2024,17,3,3,3,0,0,1.307,287,2024-07-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4563,Good Day Biscuit 250g,FMCG,28,38,0,118,311,32,1,0.42,0.7,Rainy,None,35.71,4484.0,1180.0,3304,6,2024,4,4,1,2,0,0,1.357,279,2024-06-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4564,Daliya 500g,Grocery,28,38,0,41,159,11,3,0.42,0.98,Winter,None,35.71,1558.0,410.0,1148,12,2023,15,1,3,4,0,0,1.357,148,2023-12-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4565,Vicks 10g,FMCG,35,48,10,72,178,13,5,0.53,0.7,Winter,Republic Day,37.14,3110.4,590.4,2520,1,2023,6,6,1,1,1,1,1.371,165,2023-01-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4566,Eveready Battery D 2pc,Electronics,65,90,0,24,269,11,3,0.97,0.98,Winter,Valentine's Day,38.46,2160.0,600.0,1560,2,2023,23,2,4,1,0,1,1.385,258,2023-02-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4567,Daliya 500g,Grocery,28,38,0,21,39,14,1,0.42,0.88,Autumn,Diwali,35.71,798.0,210.0,588,10,2023,28,0,4,4,0,1,1.357,25,2023-10-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4568,Eraser Apsara,Stationery,4,7,0,45,62,22,1,0.06,0.88,Autumn,Navratri,75.0,315.0,135.0,180,9,2023,3,3,1,3,0,1,1.75,40,2023-09-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4569,Chana Dal 1kg,Grocery,90,112,5,42,68,23,2,1.35,0.95,Winter,Chhath Puja,24.44,4468.8,688.8,3780,11,2023,22,1,4,4,0,1,1.244,45,2023-11-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4570,Kurkure 65g,FMCG,18,25,0,170,316,70,1,0.27,0.98,Autumn,None,38.89,4250.0,1190.0,3060,9,2024,26,5,4,3,1,0,1.389,246,2024-09-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4571,Haldi Powder 100g,Grocery,28,38,0,45,38,16,2,0.42,0.88,Winter,None,35.71,1710.0,450.0,1260,1,2024,5,5,1,1,1,0,1.357,22,2024-01-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4572,Garden Pump Sprayer 1L,Agriculture,145,210,15,15,325,10,1,2.17,0.7,Winter,New Year,44.83,2677.5,502.5,2175,12,2024,13,6,2,4,1,1,1.448,315,2024-12-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4573,Dry Coconut 200g,Grocery,95,125,0,29,102,11,7,1.43,0.8,Rainy,None,31.58,3625.0,870.0,2755,7,2023,2,2,1,3,0,0,1.316,91,2023-07-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4574,Eveready Battery AA 4pc,Electronics,55,75,0,68,255,19,1,0.82,0.98,Winter,None,36.36,5100.0,1360.0,3740,1,2024,4,4,1,1,0,0,1.364,236,2024-01-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4575,Neem Pesticide 100ml,Agriculture,65,95,0,46,297,10,3,0.97,0.75,Summer,Holi,46.15,4370.0,1380.0,2990,3,2024,17,3,3,1,0,1,1.462,287,2024-03-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4576,Maaza 250ml,FMCG,18,22,0,233,89,95,7,0.27,0.92,Winter,Chhath Puja,22.22,5126.0,932.0,4194,11,2023,13,6,2,4,1,1,1.222,-6,2023-11-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4577,Register A4 100pg,Stationery,35,50,8,34,84,14,7,0.53,0.92,Summer,Holi,42.86,1564.0,374.0,1190,3,2023,19,5,3,1,1,1,1.429,70,2023-03-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4578,Atta Aashirvaad 10kg,Grocery,330,390,0,90,284,47,2,4.95,0.9,Summer,Holi,18.18,35100.0,5400.0,29700,3,2023,17,3,3,1,0,1,1.182,237,2023-03-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4579,Masoor Dal 500g,Grocery,60,78,0,45,76,12,3,0.9,0.98,Winter,Chhath Puja,30.0,3510.0,810.0,2700,11,2024,16,2,3,4,0,1,1.3,64,2024-11-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4580,Urea Fertilizer 1kg,Agriculture,35,50,0,52,309,16,3,0.53,0.75,Winter,Children's Day,42.86,2600.0,780.0,1820,11,2023,20,6,3,4,1,1,1.429,293,2023-11-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4581,Gamcha Cotton Towel,Fashion,55,80,0,70,298,13,2,0.82,0.88,Rainy,Independence Day,45.45,5600.0,1750.0,3850,8,2023,22,1,4,3,0,1,1.455,285,2023-08-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4582,Saunf 100g,Grocery,22,30,2,39,86,15,2,0.33,0.98,Rainy,None,36.36,1146.6,288.6,858,8,2023,4,4,1,3,0,0,1.364,71,2023-08-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4583,Colgate 200g,FMCG,82,100,0,71,107,20,4,1.23,0.95,Winter,New Year,21.95,7100.0,1278.0,5822,12,2023,6,6,1,4,1,1,1.22,87,2023-12-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4584,Poha 500g,Grocery,28,36,0,45,261,21,2,0.42,0.98,Winter,None,28.57,1620.0,360.0,1260,1,2023,9,2,2,1,0,0,1.286,240,2023-01-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4585,Agarbatti Pack 20pc,FMCG,25,35,5,45,301,22,4,0.38,0.92,Rainy,Raksha Bandhan,40.0,1496.25,371.25,1125,8,2024,7,0,1,3,0,1,1.4,279,2024-08-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4586,Haldirams Namkeen 200g,FMCG,55,75,10,111,72,32,5,0.82,0.95,Winter,Christmas,36.36,7492.5,1387.5,6105,12,2023,20,6,3,4,1,1,1.364,40,2023-12-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4587,Salt Tata 1kg,Grocery,18,22,0,121,110,34,3,0.27,0.8,Autumn,None,22.22,2662.0,484.0,2178,9,2024,13,6,2,3,1,0,1.222,76,2024-09-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4588,Tape Roll,Stationery,18,28,0,39,162,14,2,0.27,0.92,Summer,None,55.56,1092.0,390.0,702,5,2023,7,0,1,2,0,0,1.556,148,2023-05-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4589,Phone Charging Cable,Electronics,65,100,0,36,337,13,2,0.97,0.92,Rainy,None,53.85,3600.0,1260.0,2340,8,2023,13,6,2,3,1,0,1.538,324,2023-08-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4590,Moong Dal 500g,Grocery,72,90,2,42,258,19,2,1.08,0.75,Rainy,None,25.0,3704.4,680.4,3024,7,2023,2,2,1,3,0,0,1.25,239,2023-07-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4591,Gulal Colors 100g,FMCG,22,40,0,5,114,10,7,0.33,0.7,Winter,Chhath Puja,81.82,200.0,90.0,110,11,2023,13,6,2,4,1,1,1.818,104,2023-11-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4592,Earphones Basic,Electronics,85,140,5,29,46,10,7,1.27,0.8,Winter,Children's Day,64.71,3857.0,1392.0,2465,11,2023,13,6,2,4,1,1,1.647,36,2023-11-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4593,Gamcha Cotton Towel,Fashion,55,80,0,90,137,14,3,0.82,0.9,Rainy,None,45.45,7200.0,2250.0,4950,7,2024,20,6,3,3,1,0,1.455,123,2024-07-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4594,Chana Dal 1kg,Grocery,90,112,5,60,109,20,1,1.35,0.9,Autumn,Navratri,24.44,6384.0,984.0,5400,9,2024,17,3,3,3,0,1,1.244,89,2024-09-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4595,Classmate Notebook 200pg,Stationery,48,65,0,84,161,24,1,0.72,0.95,Winter,Valentine's Day,35.42,5460.0,1428.0,4032,2,2024,17,3,3,1,0,1,1.354,137,2024-02-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4596,Tape Roll,Stationery,18,28,0,44,204,12,3,0.27,0.85,Summer,Baisakhi,55.56,1232.0,440.0,792,4,2024,9,2,2,2,0,1,1.556,192,2024-04-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4597,Eno Sachet 6pc,FMCG,28,38,0,48,44,16,3,0.42,0.8,Winter,None,35.71,1824.0,480.0,1344,11,2023,24,3,4,4,0,0,1.357,28,2023-11-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4598,Pepsodent 200g,FMCG,75,92,0,61,57,25,5,1.12,0.7,Summer,None,22.67,5612.0,1037.0,4575,5,2024,13,6,2,2,1,0,1.227,32,2024-05-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4599,Refined Oil Soya 5L,Grocery,580,680,0,109,161,21,2,8.7,0.75,Autumn,Diwali,17.24,74120.0,10900.0,63220,10,2023,22,1,4,4,0,1,1.172,140,2023-10-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4600,Urea Fertilizer 1kg,Agriculture,35,50,15,140,245,16,4,0.53,0.75,Summer,Baisakhi,42.86,5950.0,1050.0,4900,4,2024,27,6,4,2,1,1,1.429,229,2024-04-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4601,Vegetable Seeds Packet,Agriculture,28,45,0,29,175,14,3,0.42,0.7,Autumn,None,60.71,1305.0,493.0,812,9,2024,6,6,1,3,1,0,1.607,161,2024-09-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4602,Neem Pesticide 100ml,Agriculture,65,95,0,26,15,10,2,0.97,0.92,Winter,Chhath Puja,46.15,2470.0,780.0,1690,11,2023,27,6,4,4,1,1,1.462,5,2023-11-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
4603,Kurkure 65g,FMCG,18,25,0,163,101,54,1,0.27,0.95,Rainy,None,38.89,4075.0,1141.0,2934,7,2023,17,3,3,3,0,0,1.389,47,2023-07-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
