product_name,category,cost_price,selling_price,discount_pct,units_sold,current_stock,reorder_level,lead_time_days,holding_cost,supplier_reliability,season,festival,region,margin_pct,revenue,profit,investment,month,year,day,day_of_week,week,quarter,is_weekend,is_festival,price_ratio,stock_buffer,date
Frooti 200ml,FMCG,12,15,0,245,168,100,3,0.18,0.8,Winter,None,Central India,25.0,3675.0,735.0,2940,1,2024,1,0,1,1,0,0,1.25,68,2024-01-01
Maaza 250ml,FMCG,18,22,0,302,265,80,1,0.27,0.8,Winter,None,Central India,22.22,6644.0,1208.0,5436,1,2024,1,0,1,1,0,0,1.222,185,2024-01-01
Thums Up 600ml,FMCG,38,45,0,218,222,72,7,0.57,0.85,Winter,None,Central India,18.42,9810.0,1526.0,8284,1,2024,1,0,1,1,0,0,1.184,150,2024-01-01
Limca 600ml,FMCG,35,42,0,208,208,60,2,0.53,0.85,Winter,None,Central India,20.0,8736.0,1456.0,7280,1,2024,1,0,1,1,0,0,1.2,148,2024-01-01
Glucon-D 200g,FMCG,55,72,0,56,94,26,3,0.82,0.88,Winter,None,Central India,30.91,4032.0,952.0,3080,1,2024,1,0,1,1,0,0,1.309,68,2024-01-01
ORS Sachets (5pc),FMCG,22,30,0,61,152,18,5,0.33,0.75,Winter,None,Central India,36.36,1830.0,488.0,1342,1,2024,1,0,1,1,0,0,1.364,134,2024-01-01
Vim Bar 200g,FMCG,25,32,0,66,201,24,2,0.38,0.92,Winter,None,Central India,28.0,2112.0,462.0,1650,1,2024,1,0,1,1,0,0,1.28,177,2024-01-01
Harpic 500ml,FMCG,75,98,0,38,83,14,5,1.12,0.88,Winter,None,Central India,30.67,3724.0,874.0,2850,1,2024,1,0,1,1,0,0,1.307,69,2024-01-01
Dettol 250ml,FMCG,68,88,0,36,233,18,2,1.02,0.95,Winter,None,Central India,29.41,3168.0,720.0,2448,1,2024,1,0,1,1,0,0,1.294,215,2024-01-01
Hajmola 100 Tabs,FMCG,45,60,0,55,228,22,3,0.67,0.92,Winter,None,Central India,33.33,3300.0,825.0,2475,1,2024,1,0,1,1,0,0,1.333,206,2024-01-01
Vicks 10g,FMCG,35,48,0,118,62,16,5,0.53,0.88,Winter,None,Central India,37.14,5664.0,1534.0,4130,1,2024,1,0,1,1,0,0,1.371,46,2024-01-01
Eno Sachet (6pc),FMCG,28,38,0,66,137,20,3,0.42,0.92,Winter,None,Central India,35.71,2508.0,660.0,1848,1,2024,1,0,1,1,0,0,1.357,117,2024-01-01
Diya Set 12pc,FMCG,38,65,0,9,109,10,4,0.57,0.9,Winter,None,Central India,71.05,585.0,243.0,342,1,2024,1,0,1,1,0,0,1.711,99,2024-01-01
Gulal Colors 100g,FMCG,22,40,0,6,249,10,2,0.33,0.88,Winter,None,Central India,81.82,240.0,108.0,132,1,2024,1,0,1,1,0,0,1.818,239,2024-01-01
Agarbatti Pack 20pc,FMCG,25,35,0,55,169,20,3,0.38,0.9,Winter,None,Central India,40.0,1925.0,550.0,1375,1,2024,1,0,1,1,0,0,1.4,149,2024-01-01
Camphor Tablets 25g,FMCG,28,40,0,35,228,14,7,0.42,0.88,Winter,None,Central India,42.86,1400.0,420.0,980,1,2024,1,0,1,1,0,0,1.429,214,2024-01-01
Mosquito Coil (10pc),FMCG,32,45,0,47,64,22,2,0.48,0.95,Winter,None,Central India,40.62,2115.0,611.0,1504,1,2024,1,0,1,1,0,0,1.406,42,2024-01-01
All Out Refill,FMCG,88,115,0,48,174,16,3,1.32,0.95,Winter,None,Central India,30.68,5520.0,1296.0,4224,1,2024,1,0,1,1,0,0,1.307,158,2024-01-01
Classmate Notebook 200pg,Stationery,48,65,0,100,198,32,3,0.72,0.9,Winter,None,Central India,35.42,6500.0,1700.0,4800,1,2024,1,0,1,1,0,0,1.354,166,2024-01-01
Reynolds Pen (10pc),Stationery,35,50,0,90,253,38,1,0.53,0.95,Winter,None,Central India,42.86,4500.0,1350.0,3150,1,2024,1,0,1,1,0,0,1.429,215,2024-01-01
Apsara Pencil (10pc),Stationery,15,22,0,97,226,28,5,0.22,0.9,Winter,None,Central India,46.67,2134.0,679.0,1455,1,2024,1,0,1,1,0,0,1.467,198,2024-01-01
Fevicol 50g,Stationery,20,28,0,60,241,18,4,0.3,0.88,Winter,None,Central India,40.0,1680.0,480.0,1200,1,2024,1,0,1,1,0,0,1.4,223,2024-01-01
Stapler Small,Stationery,45,65,0,18,287,10,1,0.67,0.75,Winter,None,Central India,44.44,1170.0,360.0,810,1,2024,1,0,1,1,0,0,1.444,277,2024-01-01
Register A4 100pg,Stationery,35,50,0,21,83,12,2,0.53,0.92,Winter,None,Central India,42.86,1050.0,315.0,735,1,2024,1,0,1,1,0,0,1.429,71,2024-01-01
Sketch Pens (12pc),Stationery,32,48,0,41,117,14,2,0.48,0.95,Winter,None,Central India,50.0,1968.0,656.0,1312,1,2024,1,0,1,1,0,0,1.5,103,2024-01-01
Scale 30cm,Stationery,8,12,0,28,77,16,2,0.12,0.85,Winter,None,Central India,50.0,336.0,112.0,224,1,2024,1,0,1,1,0,0,1.5,61,2024-01-01
Eraser Apsara,Stationery,4,7,0,44,71,24,5,0.06,0.9,Winter,None,Central India,75.0,308.0,132.0,176,1,2024,1,0,1,1,0,0,1.75,47,2024-01-01
Tape Roll,Stationery,18,28,0,31,103,12,2,0.27,0.9,Winter,None,Central India,55.56,868.0,310.0,558,1,2024,1,0,1,1,0,0,1.556,91,2024-01-01
Eveready Battery AA 4pc,Electronics,55,75,0,43,129,18,7,0.82,0.9,Winter,None,Central India,36.36,3225.0,860.0,2365,1,2024,1,0,1,1,0,0,1.364,111,2024-01-01
Eveready Battery D 2pc,Electronics,65,90,0,29,75,12,3,0.97,0.8,Winter,None,Central India,38.46,2610.0,725.0,1885,1,2024,1,0,1,1,0,0,1.385,63,2024-01-01
CFL Bulb 9W Bajaj,Electronics,65,90,0,23,144,10,3,0.97,0.88,Winter,None,Central India,38.46,2070.0,575.0,1495,1,2024,1,0,1,1,0,0,1.385,134,2024-01-01
LED Bulb 9W Philips,Electronics,95,130,0,24,120,12,2,1.43,0.92,Winter,None,Central India,36.84,3120.0,840.0,2280,1,2024,1,0,1,1,0,0,1.368,108,2024-01-01
Extension Cord 5m,Electronics,175,240,0,16,185,10,5,2.62,0.95,Winter,None,Central India,37.14,3840.0,1040.0,2800,1,2024,1,0,1,1,0,0,1.371,175,2024-01-01
Phone Charging Cable,Electronics,65,100,0,39,297,14,2,0.97,0.95,Winter,None,Central India,53.85,3900.0,1365.0,2535,1,2024,1,0,1,1,0,0,1.538,283,2024-01-01
Earphones Basic,Electronics,85,140,0,29,115,10,4,1.27,0.9,Winter,None,Central India,64.71,4060.0,1595.0,2465,1,2024,1,0,1,1,0,0,1.647,105,2024-01-01
Gamcha (Cotton Towel),Fashion,55,80,0,29,211,16,4,0.82,0.8,Winter,None,Central India,45.45,2320.0,725.0,1595,1,2024,1,0,1,1,0,0,1.455,195,2024-01-01
Socks Cotton (3 pair),Fashion,55,80,0,53,131,14,3,0.82,0.92,Winter,None,Central India,45.45,4240.0,1325.0,2915,1,2024,1,0,1,1,0,0,1.455,117,2024-01-01
Handkerchief 3pc,Fashion,30,45,0,32,164,12,1,0.45,0.95,Winter,None,Central India,50.0,1440.0,480.0,960,1,2024,1,0,1,1,0,0,1.5,152,2024-01-01
Banyan Vest Cotton,Fashion,75,110,0,32,125,12,3,1.12,0.8,Winter,None,Central India,46.67,3520.0,1120.0,2400,1,2024,1,0,1,1,0,0,1.467,113,2024-01-01
Dupatta Plain,Fashion,95,150,0,22,284,10,4,1.43,0.9,Winter,None,Central India,57.89,3300.0,1210.0,2090,1,2024,1,0,1,1,0,0,1.579,274,2024-01-01
Salwar Suit Cotton,Fashion,280,450,0,18,125,10,5,4.2,0.95,Winter,None,Central India,60.71,8100.0,3060.0,5040,1,2024,1,0,1,1,0,0,1.607,115,2024-01-01
Kurta Men Cotton,Fashion,195,320,0,12,186,10,3,2.92,0.75,Winter,None,Central India,64.1,3840.0,1500.0,2340,1,2024,1,0,1,1,0,0,1.641,176,2024-01-01
Urea Fertilizer 1kg,Agriculture,35,50,0,43,227,16,1,0.53,0.95,Winter,None,Central India,42.86,2150.0,645.0,1505,1,2024,1,0,1,1,0,0,1.429,211,2024-01-01
DAP Fertilizer 1kg,Agriculture,55,75,0,30,57,12,2,0.82,0.88,Winter,None,Central India,36.36,2250.0,600.0,1650,1,2024,1,0,1,1,0,0,1.364,45,2024-01-01
Neem Pesticide 100ml,Agriculture,65,95,0,31,37,10,7,0.97,0.95,Winter,None,Central India,46.15,2945.0,930.0,2015,1,2024,1,0,1,1,0,0,1.462,27,2024-01-01
Garden Pump Sprayer 1L,Agriculture,145,210,0,15,215,10,2,2.17,0.75,Winter,None,Central India,44.83,3150.0,975.0,2175,1,2024,1,0,1,1,0,0,1.448,205,2024-01-01
Vegetable Seeds Packet,Agriculture,28,45,0,110,248,14,4,0.42,0.85,Winter,None,Central India,60.71,4950.0,1870.0,3080,1,2024,1,0,1,1,0,0,1.607,234,2024-01-01
Basmati Rice 5kg,Grocery,280,340,0,120,96,34,1,4.2,0.88,Winter,None,Central India,21.43,40800.0,7200.0,33600,2,2024,1,3,1,1,0,0,1.214,62,2024-02-01
Atta Aashirvaad 10kg,Grocery,330,390,0,172,151,38,3,4.95,0.95,Winter,None,Central India,18.18,67080.0,10320.0,56760,2,2024,1,3,1,1,0,0,1.182,113,2024-02-01
Toor Dal 1kg,Grocery,130,155,0,78,91,30,1,1.95,0.9,Winter,None,Central India,19.23,12090.0,1950.0,10140,2,2024,1,3,1,1,0,0,1.192,61,2024-02-01
Chana Dal 1kg,Grocery,90,112,0,54,139,24,3,1.35,0.9,Winter,None,Central India,24.44,6048.0,1188.0,4860,2,2024,1,3,1,1,0,0,1.244,115,2024-02-01
Mustard Oil 1L,Grocery,155,185,0,105,241,28,2,2.32,0.88,Winter,None,Central India,19.35,19425.0,3150.0,16275,2,2024,1,3,1,1,0,0,1.194,213,2024-02-01
Refined Oil Soya 5L,Grocery,580,680,0,28,227,20,4,8.7,0.9,Winter,None,Central India,17.24,19040.0,2800.0,16240,2,2024,1,3,1,1,0,0,1.172,207,2024-02-01
Sugar 1kg,Grocery,42,50,0,123,219,48,5,0.63,0.92,Winter,None,Central India,19.05,6150.0,984.0,5166,2,2024,1,3,1,1,0,0,1.19,171,2024-02-01
Salt Tata 1kg,Grocery,18,22,0,91,118,36,2,0.27,0.85,Winter,None,Central India,22.22,2002.0,364.0,1638,2,2024,1,3,1,1,0,0,1.222,82,2024-02-01
Poha 500g,Grocery,28,36,0,48,275,22,2,0.42,0.88,Winter,None,Central India,28.57,1728.0,384.0,1344,2,2024,1,3,1,1,0,0,1.286,253,2024-02-01
Maida 1kg,Grocery,32,40,0,82,274,18,3,0.48,0.92,Winter,None,Central India,25.0,3280.0,656.0,2624,2,2024,1,3,1,1,0,0,1.25,256,2024-02-01
Besan 500g,Grocery,38,48,0,53,146,16,1,0.57,0.95,Winter,None,Central India,26.32,2544.0,530.0,2014,2,2024,1,3,1,1,0,0,1.263,130,2024-02-01
Rajma 500g,Grocery,65,82,0,73,32,14,3,0.97,0.95,Winter,None,Central India,26.15,5986.0,1241.0,4745,2,2024,1,3,1,1,0,0,1.262,18,2024-02-01
Haldi Powder 100g,Grocery,28,38,0,51,133,20,1,0.42,0.88,Winter,None,Central India,35.71,1938.0,510.0,1428,2,2024,1,3,1,1,0,0,1.357,113,2024-02-01
Red Chilli Powder 100g,Grocery,30,42,0,39,292,19,7,0.45,0.8,Winter,None,Central India,40.0,1638.0,468.0,1170,2,2024,1,3,1,1,0,0,1.4,273,2024-02-01
Coriander Powder 100g,Grocery,22,32,0,43,238,18,3,0.33,0.95,Winter,None,Central India,45.45,1376.0,430.0,946,2,2024,1,3,1,1,0,0,1.455,220,2024-02-01
Tea Brooke Bond 500g,Grocery,175,215,0,107,130,32,2,2.62,0.9,Winter,None,Central India,22.86,23005.0,4280.0,18725,2,2024,1,3,1,1,0,0,1.229,98,2024-02-01
Tea Tata Gold 250g,Grocery,105,130,0,86,248,26,1,1.57,0.88,Winter,None,Central India,23.81,11180.0,2150.0,9030,2,2024,1,3,1,1,0,0,1.238,222,2024-02-01
Dry Coconut 200g,Grocery,95,125,0,28,21,12,4,1.43,0.8,Winter,None,Central India,31.58,3500.0,840.0,2660,2,2024,1,3,1,1,0,0,1.316,9,2024-02-01
Saunf 100g,Grocery,22,30,0,40,32,14,7,0.33,0.8,Winter,None,Central India,36.36,1200.0,320.0,880,2,2024,1,3,1,1,0,0,1.364,18,2024-02-01
Lifebuoy Soap 100g,FMCG,28,36,0,117,288,36,2,0.42,0.9,Winter,None,Central India,28.57,4212.0,936.0,3276,2,2024,1,3,1,1,0,0,1.286,252,2024-02-01
Lux Soap 75g,FMCG,32,42,0,70,113,28,3,0.48,0.95,Winter,None,Central India,31.25,2940.0,700.0,2240,2,2024,1,3,1,1,0,0,1.312,85,2024-02-01
Colgate 200g,FMCG,82,100,0,54,162,26,1,1.23,0.88,Winter,None,Central India,21.95,5400.0,972.0,4428,2,2024,1,3,1,1,0,0,1.22,136,2024-02-01
Pepsodent 200g,FMCG,75,92,0,66,221,22,3,1.12,0.95,Winter,None,Central India,22.67,6072.0,1122.0,4950,2,2024,1,3,1,1,0,0,1.227,199,2024-02-01
Clinic Plus Shampoo 80ml,FMCG,55,72,0,56,156,20,4,0.82,0.95,Winter,None,Central India,30.91,4032.0,952.0,3080,2,2024,1,3,1,1,0,0,1.309,136,2024-02-01
Sunsilk Shampoo 80ml,FMCG,58,75,0,40,20,18,3,0.87,0.85,Winter,None,Central India,29.31,3000.0,680.0,2320,2,2024,1,3,1,1,0,0,1.293,2,2024-02-01
Surf Excel 1kg,FMCG,130,165,0,51,290,22,3,1.95,0.75,Winter,None,Central India,26.92,8415.0,1785.0,6630,2,2024,1,3,1,1,0,0,1.269,268,2024-02-01
Ariel 500g,FMCG,95,120,0,54,256,18,4,1.43,0.75,Winter,None,Central India,26.32,6480.0,1350.0,5130,2,2024,1,3,1,1,0,0,1.263,238,2024-02-01
Parle-G 800g,FMCG,45,58,0,94,209,48,3,0.67,0.75,Winter,None,Central India,28.89,5452.0,1222.0,4230,2,2024,1,3,1,1,0,0,1.289,161,2024-02-01
Good Day Biscuit 250g,FMCG,28,38,0,104,126,34,7,0.42,0.8,Winter,None,Central India,35.71,3952.0,1040.0,2912,2,2024,1,3,1,1,0,0,1.357,92,2024-02-01
Hide & Seek 100g,FMCG,32,45,0,81,190,24,5,0.48,0.75,Winter,None,Central India,40.62,3645.0,1053.0,2592,2,2024,1,3,1,1,0,0,1.406,166,2024-02-01
Maggi Noodles 70g,FMCG,12,15,0,216,240,60,3,0.18,0.9,Winter,None,Central India,25.0,3240.0,648.0,2592,2,2024,1,3,1,1,0,0,1.25,180,2024-02-01
Maggi Noodles 4-Pack,FMCG,52,65,0,108,211,36,2,0.78,0.92,Winter,None,Central India,25.0,7020.0,1404.0,5616,2,2024,1,3,1,1,0,0,1.25,175,2024-02-01
Lay's Chips 26g,FMCG,15,20,0,174,219,80,1,0.22,0.75,Winter,None,Central India,33.33,3480.0,870.0,2610,2,2024,1,3,1,1,0,0,1.333,139,2024-02-01
Kurkure 65g,FMCG,18,25,0,165,168,70,2,0.27,0.8,Winter,None,Central India,38.89,4125.0,1155.0,2970,2,2024,1,3,1,1,0,0,1.389,98,2024-02-01
Haldirams Namkeen 200g,FMCG,55,75,0,80,82,38,7,0.82,0.85,Winter,None,Central India,36.36,6000.0,1600.0,4400,2,2024,1,3,1,1,0,0,1.364,44,2024-02-01
Haldirams Mixture 400g,FMCG,110,148,0,92,25,28,2,1.65,0.92,Winter,None,Central India,34.55,13616.0,3496.0,10120,2,2024,1,3,1,1,0,0,1.345,-3,2024-02-01
Frooti 200ml,FMCG,12,15,0,352,47,100,2,0.18,0.92,Winter,None,Central India,25.0,5280.0,1056.0,4224,2,2024,1,3,1,1,0,0,1.25,-53,2024-02-01
Maaza 250ml,FMCG,18,22,0,181,183,80,2,0.27,0.9,Winter,None,Central India,22.22,3982.0,724.0,3258,2,2024,1,3,1,1,0,0,1.222,103,2024-02-01
Thums Up 600ml,FMCG,38,45,0,227,77,72,7,0.57,0.75,Winter,None,Central India,18.42,10215.0,1589.0,8626,2,2024,1,3,1,1,0,0,1.184,5,2024-02-01
Limca 600ml,FMCG,35,42,0,187,102,60,2,0.53,0.88,Winter,None,Central India,20.0,7854.0,1309.0,6545,2,2024,1,3,1,1,0,0,1.2,42,2024-02-01
Glucon-D 200g,FMCG,55,72,0,88,257,26,7,0.82,0.85,Winter,None,Central India,30.91,6336.0,1496.0,4840,2,2024,1,3,1,1,0,0,1.309,231,2024-02-01
ORS Sachets (5pc),FMCG,22,30,0,48,227,18,2,0.33,0.88,Winter,None,Central India,36.36,1440.0,384.0,1056,2,2024,1,3,1,1,0,0,1.364,209,2024-02-01
Vim Bar 200g,FMCG,25,32,0,67,156,24,5,0.38,0.88,Winter,None,Central India,28.0,2144.0,469.0,1675,2,2024,1,3,1,1,0,0,1.28,132,2024-02-01
Harpic 500ml,FMCG,75,98,0,31,256,14,1,1.12,0.95,Winter,None,Central India,30.67,3038.0,713.0,2325,2,2024,1,3,1,1,0,0,1.307,242,2024-02-01
Dettol 250ml,FMCG,68,88,0,37,86,18,2,1.02,0.92,Winter,None,Central India,29.41,3256.0,740.0,2516,2,2024,1,3,1,1,0,0,1.294,68,2024-02-01
Hajmola 100 Tabs,FMCG,45,60,0,45,230,22,2,0.67,0.9,Winter,None,Central India,33.33,2700.0,675.0,2025,2,2024,1,3,1,1,0,0,1.333,208,2024-02-01
Vicks 10g,FMCG,35,48,0,124,214,16,2,0.53,0.85,Winter,None,Central India,37.14,5952.0,1612.0,4340,2,2024,1,3,1,1,0,0,1.371,198,2024-02-01
Eno Sachet (6pc),FMCG,28,38,0,60,194,20,2,0.42,0.95,Winter,None,Central India,35.71,2280.0,600.0,1680,2,2024,1,3,1,1,0,0,1.357,174,2024-02-01
Diya Set 12pc,FMCG,38,65,0,6,159,10,5,0.57,0.88,Winter,None,Central India,71.05,390.0,162.0,228,2,2024,1,3,1,1,0,0,1.711,149,2024-02-01
Gulal Colors 100g,FMCG,22,40,0,6,148,10,4,0.33,0.75,Winter,None,Central India,81.82,240.0,108.0,132,2,2024,1,3,1,1,0,0,1.818,138,2024-02-01
Agarbatti Pack 20pc,FMCG,25,35,0,43,85,20,4,0.38,0.85,Winter,None,Central India,40.0,1505.0,430.0,1075,2,2024,1,3,1,1,0,0,1.4,65,2024-02-01
Camphor Tablets 25g,FMCG,28,40,0,32,135,14,4,0.42,0.9,Winter,None,Central India,42.86,1280.0,384.0,896,2,2024,1,3,1,1,0,0,1.429,121,2024-02-01
Mosquito Coil (10pc),FMCG,32,45,0,39,272,22,5,0.48,0.8,Winter,None,Central India,40.62,1755.0,507.0,1248,2,2024,1,3,1,1,0,0,1.406,250,2024-02-01
All Out Refill,FMCG,88,115,0,49,44,16,3,1.32,0.75,Winter,None,Central India,30.68,5635.0,1323.0,4312,2,2024,1,3,1,1,0,0,1.307,28,2024-02-01
Classmate Notebook 200pg,Stationery,48,65,0,61,89,32,1,0.72,0.85,Winter,None,Central India,35.42,3965.0,1037.0,2928,2,2024,1,3,1,1,0,0,1.354,57,2024-02-01
Reynolds Pen (10pc),Stationery,35,50,0,125,110,38,2,0.53,0.9,Winter,None,Central India,42.86,6250.0,1875.0,4375,2,2024,1,3,1,1,0,0,1.429,72,2024-02-01
Apsara Pencil (10pc),Stationery,15,22,0,64,246,28,4,0.22,0.95,Winter,None,Central India,46.67,1408.0,448.0,960,2,2024,1,3,1,1,0,0,1.467,218,2024-02-01
Fevicol 50g,Stationery,20,28,0,42,157,18,1,0.3,0.88,Winter,None,Central India,40.0,1176.0,336.0,840,2,2024,1,3,1,1,0,0,1.4,139,2024-02-01
Stapler Small,Stationery,45,65,0,28,219,10,5,0.67,0.85,Winter,None,Central India,44.44,1820.0,560.0,1260,2,2024,1,3,1,1,0,0,1.444,209,2024-02-01
Register A4 100pg,Stationery,35,50,0,31,256,12,3,0.53,0.95,Winter,None,Central India,42.86,1550.0,465.0,1085,2,2024,1,3,1,1,0,0,1.429,244,2024-02-01
Sketch Pens (12pc),Stationery,32,48,0,38,56,14,7,0.48,0.85,Winter,None,Central India,50.0,1824.0,608.0,1216,2,2024,1,3,1,1,0,0,1.5,42,2024-02-01
Scale 30cm,Stationery,8,12,0,44,207,16,2,0.12,0.92,Winter,None,Central India,50.0,528.0,176.0,352,2,2024,1,3,1,1,0,0,1.5,191,2024-02-01
Eraser Apsara,Stationery,4,7,0,56,286,24,3,0.06,0.88,Winter,None,Central India,75.0,392.0,168.0,224,2,2024,1,3,1,1,0,0,1.75,262,2024-02-01
Tape Roll,Stationery,18,28,0,22,239,12,2,0.27,0.92,Winter,None,Central India,55.56,616.0,220.0,396,2,2024,1,3,1,1,0,0,1.556,227,2024-02-01
Eveready Battery AA 4pc,Electronics,55,75,0,69,122,18,5,0.82,0.8,Winter,None,Central India,36.36,5175.0,1380.0,3795,2,2024,1,3,1,1,0,0,1.364,104,2024-02-01
Eveready Battery D 2pc,Electronics,65,90,0,21,266,12,5,0.97,0.88,Winter,None,Central India,38.46,1890.0,525.0,1365,2,2024,1,3,1,1,0,0,1.385,254,2024-02-01
CFL Bulb 9W Bajaj,Electronics,65,90,0,22,95,10,1,0.97,0.95,Winter,None,Central India,38.46,1980.0,550.0,1430,2,2024,1,3,1,1,0,0,1.385,85,2024-02-01
LED Bulb 9W Philips,Electronics,95,130,0,26,201,12,2,1.43,0.9,Winter,None,Central India,36.84,3380.0,910.0,2470,2,2024,1,3,1,1,0,0,1.368,189,2024-02-01
Extension Cord 5m,Electronics,175,240,0,16,228,10,4,2.62,0.92,Winter,None,Central India,37.14,3840.0,1040.0,2800,2,2024,1,3,1,1,0,0,1.371,218,2024-02-01
Phone Charging Cable,Electronics,65,100,0,38,209,14,5,0.97,0.75,Winter,None,Central India,53.85,3800.0,1330.0,2470,2,2024,1,3,1,1,0,0,1.538,195,2024-02-01
Earphones Basic,Electronics,85,140,0,27,36,10,4,1.27,0.8,Winter,None,Central India,64.71,3780.0,1485.0,2295,2,2024,1,3,1,1,0,0,1.647,26,2024-02-01
Gamcha (Cotton Towel),Fashion,55,80,0,45,97,16,3,0.82,0.92,Winter,None,Central India,45.45,3600.0,1125.0,2475,2,2024,1,3,1,1,0,0,1.455,81,2024-02-01
Socks Cotton (3 pair),Fashion,55,80,0,64,182,14,4,0.82,0.92,Winter,None,Central India,45.45,5120.0,1600.0,3520,2,2024,1,3,1,1,0,0,1.455,168,2024-02-01
Handkerchief 3pc,Fashion,30,45,0,39,288,12,1,0.45,0.95,Winter,None,Central India,50.0,1755.0,585.0,1170,2,2024,1,3,1,1,0,0,1.5,276,2024-02-01
Banyan Vest Cotton,Fashion,75,110,0,29,264,12,7,1.12,0.85,Winter,None,Central India,46.67,3190.0,1015.0,2175,2,2024,1,3,1,1,0,0,1.467,252,2024-02-01
Dupatta Plain,Fashion,95,150,0,21,45,10,5,1.43,0.9,Winter,None,Central India,57.89,3150.0,1155.0,1995,2,2024,1,3,1,1,0,0,1.579,35,2024-02-01
Salwar Suit Cotton,Fashion,280,450,0,13,39,10,4,4.2,0.92,Winter,None,Central India,60.71,5850.0,2210.0,3640,2,2024,1,3,1,1,0,0,1.607,29,2024-02-01
Kurta Men Cotton,Fashion,195,320,0,23,292,10,1,2.92,0.92,Winter,None,Central India,64.1,7360.0,2875.0,4485,2,2024,1,3,1,1,0,0,1.641,282,2024-02-01
Urea Fertilizer 1kg,Agriculture,35,50,0,55,32,16,5,0.53,0.88,Winter,None,Central India,42.86,2750.0,825.0,1925,2,2024,1,3,1,1,0,0,1.429,16,2024-02-01
DAP Fertilizer 1kg,Agriculture,55,75,0,33,258,12,3,0.82,0.85,Winter,None,Central India,36.36,2475.0,660.0,1815,2,2024,1,3,1,1,0,0,1.364,246,2024-02-01
Neem Pesticide 100ml,Agriculture,65,95,0,22,119,10,2,0.97,0.8,Winter,None,Central India,46.15,2090.0,660.0,1430,2,2024,1,3,1,1,0,0,1.462,109,2024-02-01
Garden Pump Sprayer 1L,Agriculture,145,210,0,17,164,10,5,2.17,0.85,Winter,None,Central India,44.83,3570.0,1105.0,2465,2,2024,1,3,1,1,0,0,1.448,154,2024-02-01
Vegetable Seeds Packet,Agriculture,28,45,0,101,69,14,1,0.42,0.85,Winter,None,Central India,60.71,4545.0,1717.0,2828,2,2024,1,3,1,1,0,0,1.607,55,2024-02-01
Basmati Rice 5kg,Grocery,280,340,0,103,258,34,4,4.2,0.88,Summer,Holi,Central India,21.43,35020.0,6180.0,28840,3,2024,1,4,1,1,0,1,1.214,224,2024-03-01
Atta Aashirvaad 10kg,Grocery,330,390,0,69,206,38,7,4.95,0.88,Summer,None,Central India,18.18,26910.0,4140.0,22770,3,2024,1,4,1,1,0,0,1.182,168,2024-03-01
Toor Dal 1kg,Grocery,130,155,0,82,213,30,5,1.95,0.85,Summer,None,Central India,19.23,12710.0,2050.0,10660,3,2024,1,4,1,1,0,0,1.192,183,2024-03-01
Chana Dal 1kg,Grocery,90,112,10,65,290,24,2,1.35,0.95,Summer,Holi,Central India,24.44,6552.0,702.0,5850,3,2024,1,4,1,1,0,1,1.244,266,2024-03-01
Mustard Oil 1L,Grocery,155,185,0,78,249,28,2,2.32,0.8,Summer,None,Central India,19.35,14430.0,2340.0,12090,3,2024,1,4,1,1,0,0,1.194,221,2024-03-01
Refined Oil Soya 5L,Grocery,580,680,0,60,216,20,3,8.7,0.9,Summer,None,Central India,17.24,40800.0,6000.0,34800,3,2024,1,4,1,1,0,0,1.172,196,2024-03-01
Sugar 1kg,Grocery,42,50,0,184,170,48,3,0.63,0.92,Summer,Holi,Central India,19.05,9200.0,1472.0,7728,3,2024,1,4,1,1,0,1,1.19,122,2024-03-01
Salt Tata 1kg,Grocery,18,22,0,60,141,36,3,0.27,0.92,Summer,None,Central India,22.22,1320.0,240.0,1080,3,2024,1,4,1,1,0,0,1.222,105,2024-03-01
Poha 500g,Grocery,28,36,0,62,25,22,7,0.42,0.8,Summer,None,Central India,28.57,2232.0,496.0,1736,3,2024,1,4,1,1,0,0,1.286,3,2024-03-01
Maida 1kg,Grocery,32,40,0,81,115,18,1,0.48,0.9,Summer,Holi,Central India,25.0,3240.0,648.0,2592,3,2024,1,4,1,1,0,1,1.25,97,2024-03-01
Besan 500g,Grocery,38,48,0,84,125,16,2,0.57,0.85,Summer,Holi,Central India,26.32,4032.0,840.0,3192,3,2024,1,4,1,1,0,1,1.263,109,2024-03-01
Rajma 500g,Grocery,65,82,0,39,115,14,3,0.97,0.95,Summer,None,Central India,26.15,3198.0,663.0,2535,3,2024,1,4,1,1,0,0,1.262,101,2024-03-01
Haldi Powder 100g,Grocery,28,38,0,68,233,20,7,0.42,0.92,Summer,None,Central India,35.71,2584.0,680.0,1904,3,2024,1,4,1,1,0,0,1.357,213,2024-03-01
Red Chilli Powder 100g,Grocery,30,42,0,45,41,19,1,0.45,0.88,Summer,None,Central India,40.0,1890.0,540.0,1350,3,2024,1,4,1,1,0,0,1.4,22,2024-03-01
Coriander Powder 100g,Grocery,22,32,0,61,270,18,2,0.33,0.85,Summer,None,Central India,45.45,1952.0,610.0,1342,3,2024,1,4,1,1,0,0,1.455,252,2024-03-01
Tea Brooke Bond 500g,Grocery,175,215,0,63,95,32,5,2.62,0.92,Summer,None,Central India,22.86,13545.0,2520.0,11025,3,2024,1,4,1,1,0,0,1.229,63,2024-03-01
